title	topic	code
Did James Bond just mentioned #bookofmormon wen describing that guy that was with Felix or i heard wrong? #NoTimeToDie	O	-
Just realized #NoTimeToDie was the 90th new release of 2021 I've seen. 💗 Loved it! #FilmTwitter #Letterboxd… https://t.co/95tG3VrgKg	R	P
I gave the #NoTimeToDie title sequence the John Barry treatment. https://t.co/2iS9V2SAmf	F	-
This #NoTimeToDie inspired Christmas T-shirt is a limited edition. Only 100 printed worldwide! Only a few sizes rem… https://t.co/O1ilGUmIOA	F	-
"Next James Bond auditions ‘wide open’ – MGM on 007 future after Daniel Craig
https://t.co/62jUbNL9ay #JamesBond #NoTimeToDie #DanielCraig"	O	-
And James Bond finally deceased. #Bond #JamesBond #NoTimeToDie https://t.co/i8Cqqo3581	O	-
#GhostbustersAfterlife is just behind Halloween  Kills' gross after five days. By Sunday it will be closer to… https://t.co/zBo96GxNiu	C	-
"So after many decades, James Bond 007 is dead😨😭. #NoTimeToDie"	O	-
"For the first time in the franchise's history, James Bond has a family and he dies in the end instead of devouring… https://t.co/aXqWfmHU0D"	O	-
I shed a tear (or two) at the end of #NoTimeToDie 🥺	R	P
I would also like to meet her and ask how she kept that dress on. Brilliant character #NoTimeToDie https://t.co/2frsjUTrii	O	P
Always delighted when I receive an email from https://t.co/Dg1sDCkQTc especially in regards to the special features… https://t.co/xmusR0eDcM	O	-
Watching #NoTimeToDie	O	-
"I never expected a bond movie to end like this.
Thank you Craig 💐
#NoTimeToDie https://t.co/bZYdxWMas0"	R	P
@007 The producers/screenwriters/the director really messed up when they decided to go for the soppy love story tha… https://t.co/KEEjFgkXpy	R	N
#NoTimeToDie thanks daniel craig. https://t.co/9nTKAWegOF	O	-
Check out this weeks #3FNpod we #Review #GhostbustersAfterlife plus talk #SpiderManNoWayHome #NoTimeToDie… https://t.co/CfLZ7CRyHQ	F	-
"Tonight and tomorrow are your last chances to catch #TheFrenchDispatch and #NoTimeToDie on the big screens!

Book y… https://t.co/9PVmGCi2Jt"	O	-
“There’s a young lady in Santiago I want you to meet.” #NoTimeToDie https://t.co/QGWHSFeJeQ	O	-
#notimetodie December 20th!!! @LoveWorkington #dvd #Christmas https://t.co/Dc0NNk0GSH	O	-
#NoTimeToDie A perfect farewell like never before seen for the Legendary SPY.. with an adrenaline rushing emotional… https://t.co/ZBXAE2RiUG	R	P
An audience with #Adele... the #TechFest way! Our #keynote speaker has been revealed - the talented #BAFTA-winning… https://t.co/SxGj3q83VN	O	-
Just finished watching #NoTimeToDie and the ending hit me so heartbreaking 💔.James Bond will forever be a legend.😢😭… https://t.co/52paWk6hIU	R	P
As someone who'd watched 22 James Bond movie from start to finish; #NoTimetoDie is okay. I enjoyed it in the cinema… https://t.co/23Xv6XIK5a	R	-
Never thought I could be this emotional with Bond #notimetodie	R	P
"@Disrupting_ @DisruptingAlex @EVNFT Here animated glider from @007 #NoTimeToDie 
I think it’s pretty cool. Bought i… https://t.co/OSqh0eDene"	F	-
"Farewell, James Bond 🥺
#NoTimeToDie"	O	-
"Just watched #NoTimeToDie
#007JamesBond
This was classic stuff, with none of the Woke nonsense shoved into Spectre.… https://t.co/qQFc18ozHn"	R	P
Definitely a fitting ending for Daniel Craig's version of James Bond. Also the new characters introduced are all fu… https://t.co/uTmCNwO5Bz	A	P
title	O	-
"To all American quartermasters preparing the vegetables for their special holiday guests, HAPPY THANKSGIVING Bond f… https://t.co/NbswIKOInd"	O	P
Watched it in big screen and watched it again for the excellent cinematic experience. #DanielCraig's saga has  amaz… https://t.co/roXmLyAg15	O	P
"Up today on our #GiftGuide is the pretty remarkable #MicroScalextric- James Bond #NoTimeToDie set!

This isn't our… https://t.co/cXAAOeeAhA"	R	P
"** 𝗕𝗢𝗡𝗗 - 𝗡𝗢𝗪 𝗦𝗛𝗢𝗪𝗜𝗡𝗚 **

Aaaaaaaand it's back. Go to the toilet before you go in and buy lots of snacks for maximu… https://t.co/s4OkZSH8wh"	O	P
"Last week, #NoTimeToDie Director Cary Fukunaga and Cinematographer Linus Sandgren attended the Stockholm and Camera… https://t.co/JVHWJmF2QP"	O	-
"See one of the #NoTimeToDie Land Rover Defenders on display. Incidentally, @BMMuseum is one of my favourite museums… https://t.co/Ex8bBBzof9"	O	-
"WEDNESDAY'S TOP 5 FILMS FOR THE UK &amp; IRELAND:

1 - #Ghostbusters: Afterlife  
2 - #NoTimeToDie 
3 - #Eternals  
4 - #Encanto 
5 - #Dune"	C	-
"NO TIME TO DIE | Final US Trailer
No Time to Die 2021
https://t.co/d06T2WjrrY
#SpiderManNowWayHome #SpiderMan #Dune… https://t.co/l4B4E5ovf4"	C	-
This is selling well!! JAMES BOND 007 THE LIVING DAYLIGHTS Rare Double Sided GENUINE ORIGINAL POSTER… https://t.co/Yr87o7eJcV	F	P
With #NoTimeToDie director Cary Joji Fukunaga has made a movie that understands that #Bond movies weren’t cool beca… https://t.co/dXj0jyIQnc	A	-
So finally saw #NoTimeToDie  the scenery chewing line in the first 5 mins made me groan so hard but as a film it pi… https://t.co/PWdGHwGtqk	R	N
Just finished watching #NoTimeToDie . Not a big Daniel Craig fan but loved the movie and he was great. I ve seen ev… https://t.co/ijmIWXFPBW	R	P
"Experiencing cinema for the 1st time in the post-COVID world... 🎬🍿

#NoTimeToDie https://t.co/46BgXgzs2j"	O	-
"#NoTimeToDie broke the golden rule, and there is no way back after that. It might have ultimately killed the entire franchise."	R	N
"#NoTimeToDie Dethrones #F9 to Become Highest Grossing Pandemic Era Movie 

HIGHEST Grossing Hollywood Movie WW Post… https://t.co/PaGed2K2st"	C	N
📣 🎬 Time for the big news - You can come &amp; see a Land Rover Defender from the latest @007 Film #NoTimeToDie at the… https://t.co/Ce3tfKVZLl	O	-
"Just watched #NoTimeToDie. 

I Guess that’ll be the last James Bond movie I’ll ever watch in big screen.... https://t.co/NSwv46UFYB"	O	-
"Friends, I am seated to watch #NoTimeToDie and I saw the #Dune trailer!! 
I’m going to be ready insufferable once I… https://t.co/IrByqlNxGK"	O	P
Who should play the next #JamesBond? #007 #fancast #NoTimetoDie https://t.co/McIoI0PjMP	A	-
"You say #NoTimeToDie, but you died… https://t.co/wOk62y3qAi"	O	-
Can't stop thinking about #NoTimeToDie . I think it's probably my favourite Bond movie. It was just perfect. From t… https://t.co/49IpNikkMP	A	P
Love my new Bond poster! #jamesbond #NoTimeToDie https://t.co/J5jzEkXlPu	F	P
It's Bond week! Have you got your tickets to see #NoTimeToDie? 💥✨ https://t.co/AgAq1jI1jD	B	P
"🎥 WHAT'S SHOWING TODAY?

🍿#GhostbustersAfterlife
11am, 1:45pm, 4:45pm and 7:30pm

🎬 #Encanto 
11am, 1:30pm, 4:55pm… https://t.co/mixwill5gt"	O	-
"Was anyone else half expecting to see an Ewok pop up in the foggy Norway forest chase/scenes?

#NoTimeToDie … https://t.co/t0AyBh8bdI"	O	-
"Palazzo schedule:

#Maanaadu 8 sh (2 big audis-Scr 8 &amp; 9)
#Eternals , #Dune , #NoTimetoDie , #Venom 1 sh each (IMAX… https://t.co/sjLL9cH0XW"	O	-
Everything has an end. What a great and befitting closure to Daniel Craig’s tenure as #JamesBond. From Casino Royal… https://t.co/x5RYuz8iSa	R	P
Awaiting for #XRP and #XLM  to the moon. Seeing the tiktok #NoTimeToDie #jamesbond 😆 https://t.co/SkLYBwp8mN	O	P
"@uttamjp @BigBlackYak He sacrifices himself for the family in the movie #NoTimeToDie. So, it's our #time for a new sequel 😎."	R	P
"Today in #Tighnabruaich:
5.30pm: Launch! On the Sea with Scotland's Lifeboats (U)
Dive into a new release of archiv… https://t.co/3uDCixE1LB"	O	-
It would have been a much better film if we’d had more of Paloma #NoTimeToDie https://t.co/1FVX8o9v2D	A	N
Our new signage going up yesterday courtesy of the lovely folks at @SignsForYou_SFY. Who knew there was a cinema on… https://t.co/OMnbdHQ8O3	O	-
I got Memento. I fathomed Tenet. I grokked the Matrix. But the plot of #JamesBond #NoTimeToDie  makes absolutely no sense at all	R	N
"Hi @yourlocalcinema - Yes! 4 captioned screenings of #NoTimeToDie are coming up:
#Kyleakin - 2pm on 02/12
#Mallaig… https://t.co/YQ908Cf9zt"	O	-
"After a fantastic run at the cinema….the last shows of ‘No Time To Die’ (12A) are finally here 😓

Farewell Daniel C… https://t.co/SllYBsHcOz"	R	P
Speaking as a POC. The next James Bond should be a white guy. #JamesBond #NoTimeToDie	A	-
"""The proper function of man is to live, not to exist. I shall not waste my days in trying to prolong them. I shall… https://t.co/DM7LY1gSfh"	O	-
#JamesBond #Bondfilm #Bond25 #NoTimeToDie #BondJamesBond #movie #cinema #behindthescenes #filmproduction #filmcrew… https://t.co/jzkKBRSDeF	A	-
"Showing today at Kino #rye #cinema
#Spencer 11:30
Mothering Sunday 13:00 | 18:20
#NoTimeToDie 14:00
#KingRichard 15… https://t.co/2spTmeziyd"	C	-
i bet they would team up in another life. #NoTimeToDie #jennifersbody https://t.co/i21SC9IoAp	A	-
"In conjunction with #NoTimeToDie starting in Malaysian cinemas today, I’ll share photos of my favourite Bond Girl.… https://t.co/MwTNSgrmpq"	F	P
"watched #NoTimeToDie again with my family ...

... holy shit.

I might have to reshuffle my top 10 films of all tim… https://t.co/YZXVUTarGi"	R	P
Daniel Craig is my 007 GOAT #NoTimeToDie	A	P
"No Time to Die (4K UHD)
No Time to Die Full Movie
No Time to Die English Subtitles
Download No Time to Die Blu-ray… https://t.co/6TQKxOUNWb"	C	P
"For anyone new on #veve looking for a Gem, the #JamesBond Ultra Rare Glider #NFT from #NoTimeToDie has only 3007 mi… https://t.co/Cq9320jYnM"	F	P
"Finally caught #NoTimetoDie Quite an enjoyable romp with Craig in top form. Rami Malek’s villain was faceless, &amp; no… https://t.co/Md5mv8l8Zf"	A	P
"Bond. James Bond. No Time To Die. Go see it. It’s worth it. If you’re not doing anything tomorrow, use the time to… https://t.co/Q9tG20P7JI"	R	P
The new James Bond! #NoTimeToDie https://t.co/mCaVJwjnzX	R	P
"#JamesBond #NoTimeToDie

When a MF doesn't press the HD button... https://t.co/wNkxDkf2Pq"	O	-
Doesn't work with cinemas that way. Cinema is not a product like Shirt/TV whose rate should depend on the budget/qu… https://t.co/7beec6OIZh	B	-
Putting the kibosh on my #NoTimeToDie YouTube review after starting work on it last night. Talking all day on the p… https://t.co/xpVRDnpGAz	F	N
"No time to waste! You've got one last chance to 🎁win a piece of the NO TIME TO DIE film set, signed by director Car… https://t.co/RqONRKVoXS"	F	-
I saw #NoTimeToDie and I thought it was good. Some of it dragged. I love the originality of it and this is coming f… https://t.co/yBBVfcSzXU	R	P
Update: the new James Bond is fantastic. I've written many drafts of this tweet only to result in . . . I cannot sa… https://t.co/RHLxCoNDV1	R	P
"Australian weekly box office report: Australian audiences have a lot of time for #NoTimetoDie, with Daniel Craig's… https://t.co/upiq0lsd1c"	B	P
Meet Bond’s new allies in #NoTimeToDie: Agents Nomi (Lashana Lynch) and Paloma (Ana de Armas). In cinemas December… https://t.co/4AnIMMZWXc	A	-
Soooo #NoTimeToDie is an absolute waste of $20. Thought with PWB it would be better writing but nope.	R	N
"As a longtime Bond follower, I found #NoTimeToDie rather enjoyable. Loved Fukunaga's direction. Craig felt sprier i… https://t.co/ozOSk5Y4RU"	A	P
Finally saw #NoTimeToDie tonight. I cried.	R	P
"This is quite brilliant.

Given #NoTimeToDie and it's obsession with all things On Her Majesty's Secret Service it… https://t.co/XyNVcgD5yL"	C	P
Can someone explain. If the nanopoison kills family members of spectre why didn't it kill Madeline when she put it… https://t.co/3VcfXP0JXj	A	-
"No Time To Die (2021) - Review Filem

#NoTimeToDie

Now showing in Malaysia cinemas!

https://t.co/oeOzMy46K7"	B	-
"Whatever its faults I'm relieved to have seen #NoTimeToDie in 2021.

6 years is far too long between Bond films.… https://t.co/ksSQO3XnbH"	C	N
What an amazing movie enjoyed it #NoTimeToDie 007 he legend #DanielCraig 🙌 https://t.co/FcBk4pKniM https://t.co/Uhdqq6nKyQ	R	P
The reason I didn't wanna miss #NoTimeToDie https://t.co/ZLnOHIMAq4	A	P
James “keep a bad bitch by his side” Bond #NoTimeToDie	A	P
"Weekly #BoxOffice Est. - Australia

1. #NoTimeToDie #Bond25 - $8.46M
2. #Eternals  - $2.19M
3. #LastNightInSoho - $… https://t.co/G6K14kK7jn"	B	-
"Weekly #BoxOffice Est. - New Zealand

1. #Eternals  - $230k
2. #NoTimeToDie #Bond25 - $153k
3. #FallingForFigaro -… https://t.co/TNL6rbecQq"	B	-
New @007 film is amazing and fun. Loved it. #NoTimeToDie https://t.co/OXfyMDakVt	R	P
With #NoTimeToDie director Cary Joji Fukunaga has made a movie that understands that #Bond movies weren’t cool beca… https://t.co/oYd3L65SC7	A	P
"Daniel craig,see you later
#NoTimeToDie"	A	-
@007 #NoTimeToDie ♥️🦉 Awesome movie. I love you Daniel Craig! The best James Bond ever.	R	P
"✅ Watched all Daniel Craig’s James Bond with my dad 🙂

#NoTimeToDie https://t.co/trOd5VdrSb"	O	P
"Idris Elba Reportedly in Talks to Star in Next James Bond Film.

#JamesBond #idriselba #NoTimeToDie #villain 

https://t.co/u33V7Xy9qg"	A	-
A twenty-something got 50+ James Bond in his feelings. Is this what we’re really doing?!? Sean Connery would never… https://t.co/pp2SszbGlZ	A	P
Naomie Harris rocking it in two of my favourite films of the year. #NoTimeToDie #VenomLetThereBeCarnage https://t.co/x20FAKSHDE	A	P
Finally saw No Time to Die. Usually when I review Bond films I do comparison videos (__ vs. __) and luckily NTTD ve… https://t.co/tjzHXRfDuq	C	P
James Bond @007 playing cards by @theory11 #NoTimeToDie #theory11 https://t.co/kK0sIw3tjE	A	-
Got time to die today. #gscmovies #NoTimeToDie https://t.co/COc51HuMF3	O	-
#NoTimeToDie brilliant finale for Daniel Craig &amp; first cinema trip in 2 years	R	P
Nobody told me so many actors I like find their end in the #NoTimetoDie	A	-
The man we are meant to believe is Bond euthanizes himself at the end of #NoTimeToDie - and gets shot three times b… https://t.co/E0AUCMtiql	A	P
I enjoyed a James Bond movie 😱 Thank you Phoebe Waller Bridge I guess #NoTimeToDie	R	P
The chase from #NoTimeToDie courtesy of Bill Conti https://t.co/5vpxWkKMJQ	A	P
@ROKU9413 @ThaConTweet @firewalkwjaime I have faith... changing composers on established franchises has led to some… https://t.co/ToWJywafvm	A	-
"Total video game shot 

#NoTimeToDie https://t.co/6sTt7FSsZt"	O	-
That was an F bomb in #NoTimeToDie !	R	P
"Jack London was quoted in the most recent James Bond movie, “No Time to Die”.
“The proper function of man is to liv… https://t.co/zUR7P5RXXP"	A	-
"So I finally got to watch #NoTimeToDie. What I couldn’t help thinking - sadly - throughout, was imagine having to d… https://t.co/toYvJZE0hq"	C	P
No Time To Die https://t.co/ihUDKjJt50 #NoTimeToDie	O	P
#NoTimeToDie is fucking excellent!	R	P
New podcast for your holiday weekend. Hear our thoughts on #LicoricePizza #Dune #NoTimeToDie  #PassingNetflix and a… https://t.co/7OtNrR3uLu	F	P
"No matter how you feel about superhero flicks it’s a great convo! 

We talked on Ridley Scott’s recent comments abo… https://t.co/07FVao5XTp"	C	P
Opening 20 minutes of #NoTimeToDie is absolutely perfect Bond. I'm going to miss Daniel Craig as 007.	A	P
"It's a very beautiful woman. 👍️💋
#NoTimeToDie https://t.co/DK62xV5Zo2"	A	P
"#MidnightMass #NoTimeToDie #SpiderManNoWayHome 
#NowPlaying Dead Or Alive - Something in My House 💥🕹💥… https://t.co/9KrHPWOOFq"	O	-
"I heard that Fukunaga was influenced by video games in #NoTimeToDie 

And we see that. The different levels that Bo… https://t.co/IqACW9YPaK"	C	-
The ending of #NoTimeToDie just wrecked me. 😭 https://t.co/mtdq8qgBK9	R	P
"I’ve got to just say, I’ve been a fan of James Bond movies and books since I was about 4 years old and No Time To D… https://t.co/E4ZgEPe8V2"	R	P
Just watched the new Bond film 😱😭😱😭😱😭#bond #danielcraig #NoTimeToDie https://t.co/ayh3Wp4e0I	R	P
title	O	-
Thank you so much to @LandRover @LandRover_UK for an amazing day filming the @007 landrover defender for @YouTube s… https://t.co/q8jmY9jOv3	A	P
#NoTimeToDie 8.5/10…The End of an Era…One of the best Bond’s movie	R	P
I love #NoTimeToDie . The end of an era.	R	P
"@007 #NoTimeToDie was a crazy good Bond movie, probably one of if not the best BOND movie"	R	P
"Who could ever imagine that a Best Original Song lineup could consist of @Beyonce, @billieeilish, @ArianaGrande,… https://t.co/C8J9UT9KOh"	O	P
"Fucking hell. If Bond was going to make me violent it would be the ludicrous over-praise of #NoTimeToDie, not becau… https://t.co/zvgjgLKOxK"	A	N
"#NoTimeToDie by #BillieEilish, will be released as a new limited edition 7″ vinyl on #RecordStoreDay’s #BlackFriday… https://t.co/bZxTKwS0Fd"	O	-
"We all have our secrets, we just didn’t get to yours yet  #NoTimeToDie"	O	-
"#NoTimeToDie is nothing like JamesBond at all, it's just another action-drama movie .."	C	N
Put #NoTimeToDie back in IMAX for Xmas https://t.co/lhR5PzTTFw	O	-
Check out this new drawing that I uploaded to https://t.co/eB2KHVV7TT! https://t.co/wm8lGzz60J #NoTimeToDie #JamesBond	F	P
"Craig’s at his best. Both entertaining and heartbreaking. 

#NoTimeToDie https://t.co/T7K1tynMqm"	A	P
@drvishalksingh Couldn’t agree more. I saw Daniel Craig’s #NoTimeToDie in a condo hall and thoroughly enjoyed it. Y… https://t.co/20KlZ7vtQW	A	P
"I’m sorry but Hans Zimmer should had been nominated for #NoTimeToDie  and NOT #Dune  at the #GRAMMYs. Adore both, j… https://t.co/T2MagXxxl4"	C	N
"Just watched James Bond, great touch for Craigs bond legacy on the whole “blue eyes” stories considering he was hat… https://t.co/ZpfqwKpzUt"	A	P
"Just finished watching #NoTimeToDie and we’ll, it’s not my favourite Bond film but I thought it was fantastic! Great film!"	R	P
#NoTimeToDie  goodbye James Bond https://t.co/XI9VMNJHcg	A	-
.@NumeroBoxOffice reports that #NoTimeToDie has grossed $8.46 million in its second week at the Australian box offi… https://t.co/SSbBPh9Z18	B	P
Daniel Craig’s passage through the first 15 minutes of #NoTimeToDie felt like Groundhog Day to a bloke in his fifti… https://t.co/zZwecF4qAW	A	-
"I'm done with that shitty banner anyway,  so gonna need to 'burn' these last 2 daily free scouts (get up to 110x) b… https://t.co/SsCSPRkQp7"	F	N
"Just a warning if you're renting #NoTimeToDie from @Xbox - even with subtitles disabled, several show up randomly a… https://t.co/iYkwIdQo5n"	O	N
"Late to the party, but finally saw #NoTimeToDie last night. I have been forever been a believer that Sean Connery w… https://t.co/HJgBnkbu7N"	A	-
"Also, I enjoy a good bond film—thought #NoTimeToDie was a fairly good watch—but James Bond as a role model? Really?"	A	N
"Just finished watching #NoTimeToDie and what a fantastic film it is (Especially for Bond fans)! Action packed, funn… https://t.co/IaQ0jAvohu"	R	P
"""No Time To Die"" is a brilliant Bond movie! #NoTimeToDie"	R	P
@shooterkriegler Next #NoTimeToDie viewing will be muted here and I'll play John Barry because this fits sooo perfectly IMO	A	P
"#Day 15

Finally got through all the methods.
Not so thoroughly but that would surely happen with time.

Felt like… https://t.co/Z8Yna9UcD1"	O	-
"My name is Bomb, James Bomb.

#NoTimeToDie"	A	-
"#NoTimeToDie has numerous bar scenes, like a great Bond movie should!
#JamesBond https://t.co/Ts1yaCDIiA https://t.co/sOiF7KvFv0"	C	P
Watched #notimetodie it sort of dragged in some parts &amp; Bond look weary LoL? Rami Malek's appearance was more an af… https://t.co/4BtTAeZBZy	R	N
"Shang-Chi &gt; #NoTimeToDie, while Venom 2 was just a joke."	C	N
"#MovieReview - #NoTimeToDie  
Rating : 2/10
Plot: James Bond has left active service. His peace is short-lived when… https://t.co/4wmK0RNcsG"	A	P
"To all American quartermasters preparing the vegetables for their special holiday guests, HAPPY THANKSGIVING Bond f… https://t.co/NbswIKOInd"	O	P
Watched it in big screen and watched it again for the excellent cinematic experience. #DanielCraig's saga has  amaz… https://t.co/roXmLyAg15	R	P
"Up today on our #GiftGuide is the pretty remarkable #MicroScalextric- James Bond #NoTimeToDie set!

This isn't our… https://t.co/cXAAOeeAhA"	F	P
"** 𝗕𝗢𝗡𝗗 - 𝗡𝗢𝗪 𝗦𝗛𝗢𝗪𝗜𝗡𝗚 **

Aaaaaaaand it's back. Go to the toilet before you go in and buy lots of snacks for maximu… https://t.co/s4OkZSH8wh"	R	P
"Last week, #NoTimeToDie Director Cary Fukunaga and Cinematographer Linus Sandgren attended the Stockholm and Camera… https://t.co/JVHWJmF2QP"	A	P
"See one of the #NoTimeToDie Land Rover Defenders on display. Incidentally, @BMMuseum is one of my favourite museums… https://t.co/Ex8bBBzof9"	O	P
"WEDNESDAY'S TOP 5 FILMS FOR THE UK &amp; IRELAND:

1 - #Ghostbusters: Afterlife  
2 - #NoTimeToDie 
3 - #Eternals  
4 - #Encanto 
5 - #Dune"	C	P
"NO TIME TO DIE | Final US Trailer
No Time to Die 2021
https://t.co/d06T2WjrrY
#SpiderManNowWayHome #SpiderMan #Dune… https://t.co/l4B4E5ovf4"	C	-
This is selling well!! JAMES BOND 007 THE LIVING DAYLIGHTS Rare Double Sided GENUINE ORIGINAL POSTER… https://t.co/Yr87o7eJcV	F	P
With #NoTimeToDie director Cary Joji Fukunaga has made a movie that understands that #Bond movies weren’t cool beca… https://t.co/dXj0jyIQnc	R	P
So finally saw #NoTimeToDie  the scenery chewing line in the first 5 mins made me groan so hard but as a film it pi… https://t.co/PWdGHwGtqk	R	N
Just finished watching #NoTimeToDie . Not a big Daniel Craig fan but loved the movie and he was great. I ve seen ev… https://t.co/ijmIWXFPBW		
"Experiencing cinema for the 1st time in the post-COVID world... 🎬🍿

#NoTimeToDie https://t.co/46BgXgzs2j"	O	-
"#NoTimeToDie broke the golden rule, and there is no way back after that. It might have ultimately killed the entire franchise."	O	N
"#NoTimeToDie Dethrones #F9 to Become Highest Grossing Pandemic Era Movie 

HIGHEST Grossing Hollywood Movie WW Post… https://t.co/PaGed2K2st"	R	N
📣 🎬 Time for the big news - You can come &amp; see a Land Rover Defender from the latest @007 Film #NoTimeToDie at the… https://t.co/Ce3tfKVZLl	O	-
"Just watched #NoTimeToDie. 

I Guess that’ll be the last James Bond movie I’ll ever watch in big screen.... https://t.co/NSwv46UFYB"	C	N
"Friends, I am seated to watch #NoTimeToDie and I saw the #Dune trailer!! 
I’m going to be ready insufferable once I… https://t.co/IrByqlNxGK"	O	-
Who should play the next #JamesBond? #007 #fancast #NoTimetoDie https://t.co/McIoI0PjMP	A	-
"You say #NoTimeToDie, but you died… https://t.co/wOk62y3qAi"	O	N
Can't stop thinking about #NoTimeToDie . I think it's probably my favourite Bond movie. It was just perfect. From t… https://t.co/49IpNikkMP	R	P
Love my new Bond poster! #jamesbond #NoTimeToDie https://t.co/J5jzEkXlPu	F	P
It's Bond week! Have you got your tickets to see #NoTimeToDie? 💥✨ https://t.co/AgAq1jI1jD	B	-
"🎥 WHAT'S SHOWING TODAY?

🍿#GhostbustersAfterlife
11am, 1:45pm, 4:45pm and 7:30pm

🎬 #Encanto 
11am, 1:30pm, 4:55pm… https://t.co/mixwill5gt"	O	-
"Was anyone else half expecting to see an Ewok pop up in the foggy Norway forest chase/scenes?

#NoTimeToDie … https://t.co/t0AyBh8bdI"	A	-
"Palazzo schedule:

#Maanaadu 8 sh (2 big audis-Scr 8 &amp; 9)
#Eternals , #Dune , #NoTimetoDie , #Venom 1 sh each (IMAX… https://t.co/sjLL9cH0XW"	O	-
Everything has an end. What a great and befitting closure to Daniel Craig’s tenure as #JamesBond. From Casino Royal… https://t.co/x5RYuz8iSa	A	P
Awaiting for #XRP and #XLM  to the moon. Seeing the tiktok #NoTimeToDie #jamesbond 😆 https://t.co/SkLYBwp8mN	O	-
"@uttamjp @BigBlackYak He sacrifices himself for the family in the movie #NoTimeToDie. So, it's our #time for a new sequel 😎."	O	P
"Today in #Tighnabruaich:
5.30pm: Launch! On the Sea with Scotland's Lifeboats (U)
Dive into a new release of archiv… https://t.co/3uDCixE1LB"	O	-
It would have been a much better film if we’d had more of Paloma #NoTimeToDie https://t.co/1FVX8o9v2D	A	N
Our new signage going up yesterday courtesy of the lovely folks at @SignsForYou_SFY. Who knew there was a cinema on… https://t.co/OMnbdHQ8O3	F	-
I got Memento. I fathomed Tenet. I grokked the Matrix. But the plot of #JamesBond #NoTimeToDie  makes absolutely no sense at all	C	N
"Hi @yourlocalcinema - Yes! 4 captioned screenings of #NoTimeToDie are coming up:
#Kyleakin - 2pm on 02/12
#Mallaig… https://t.co/YQ908Cf9zt"	O	P
"After a fantastic run at the cinema….the last shows of ‘No Time To Die’ (12A) are finally here 😓

Farewell Daniel C… https://t.co/SllYBsHcOz"	R	P
Speaking as a POC. The next James Bond should be a white guy. #JamesBond #NoTimeToDie	A	-
"""The proper function of man is to live, not to exist. I shall not waste my days in trying to prolong them. I shall… https://t.co/DM7LY1gSfh"	O	-
#JamesBond #Bondfilm #Bond25 #NoTimeToDie #BondJamesBond #movie #cinema #behindthescenes #filmproduction #filmcrew… https://t.co/jzkKBRSDeF	A	-
"Showing today at Kino #rye #cinema
#Spencer 11:30
Mothering Sunday 13:00 | 18:20
#NoTimeToDie 14:00
#KingRichard 15… https://t.co/2spTmeziyd"	O	-
i bet they would team up in another life. #NoTimeToDie #jennifersbody https://t.co/i21SC9IoAp	A	P
"In conjunction with #NoTimeToDie starting in Malaysian cinemas today, I’ll share photos of my favourite Bond Girl.… https://t.co/MwTNSgrmpq"	A	P
"watched #NoTimeToDie again with my family ...

... holy shit.

I might have to reshuffle my top 10 films of all tim… https://t.co/YZXVUTarGi"	R	P
Daniel Craig is my 007 GOAT #NoTimeToDie	A	P
"No Time to Die (4K UHD)
No Time to Die Full Movie
No Time to Die English Subtitles
Download No Time to Die Blu-ray… https://t.co/6TQKxOUNWb"	C	-
"For anyone new on #veve looking for a Gem, the #JamesBond Ultra Rare Glider #NFT from #NoTimeToDie has only 3007 mi… https://t.co/Cq9320jYnM"	O	-
"Finally caught #NoTimetoDie Quite an enjoyable romp with Craig in top form. Rami Malek’s villain was faceless, &amp; no… https://t.co/Md5mv8l8Zf"	A	P
"Bond. James Bond. No Time To Die. Go see it. It’s worth it. If you’re not doing anything tomorrow, use the time to… https://t.co/Q9tG20P7JI"	R	P
The new James Bond! #NoTimeToDie https://t.co/mCaVJwjnzX	R	P
"#JamesBond #NoTimeToDie

When a MF doesn't press the HD button... https://t.co/wNkxDkf2Pq"	O	-
Doesn't work with cinemas that way. Cinema is not a product like Shirt/TV whose rate should depend on the budget/qu… https://t.co/7beec6OIZh	C	N
Putting the kibosh on my #NoTimeToDie YouTube review after starting work on it last night. Talking all day on the p… https://t.co/xpVRDnpGAz	R	-
"No time to waste! You've got one last chance to 🎁win a piece of the NO TIME TO DIE film set, signed by director Car… https://t.co/RqONRKVoXS"	F	P
I saw #NoTimeToDie and I thought it was good. Some of it dragged. I love the originality of it and this is coming f… https://t.co/yBBVfcSzXU	R	P
Update: the new James Bond is fantastic. I've written many drafts of this tweet only to result in . . . I cannot sa… https://t.co/RHLxCoNDV1	R	P
"Australian weekly box office report: Australian audiences have a lot of time for #NoTimetoDie, with Daniel Craig's… https://t.co/upiq0lsd1c"	B	P
Meet Bond’s new allies in #NoTimeToDie: Agents Nomi (Lashana Lynch) and Paloma (Ana de Armas). In cinemas December… https://t.co/4AnIMMZWXc	A	P
Soooo #NoTimeToDie is an absolute waste of $20. Thought with PWB it would be better writing but nope.	R	N
"As a longtime Bond follower, I found #NoTimeToDie rather enjoyable. Loved Fukunaga's direction. Craig felt sprier i… https://t.co/ozOSk5Y4RU"	R	P
Finally saw #NoTimeToDie tonight. I cried.	O	N
"This is quite brilliant.

Given #NoTimeToDie and it's obsession with all things On Her Majesty's Secret Service it… https://t.co/XyNVcgD5yL"	R	P
